,pic_num,article
102,3_102,가족의 일상에 유연하게 대응하는 가구 아이디어
103,3_103,기본 공간 개요 및 분위기 설정
104,3_104,비움의 미학
105,3_105,"거실과 주방, 다이닝 룸의 경계"
106,3_106,"현대적인 공간감, 주방과 다이닝 룸"
107,3_107,아늑한 침실
108,3_108,"인테리어 포인트, 자개"
109,3_109,자연의 풍경과 어우러지는 소형 단독주택 외관
110,3_110,가족의 여유와 행복을 위한 작은 마당 아이디어
111,3_111,실내외 공용공간과 구들방을 배치한 1층 평면도
112,3_112,푸근한 인상을 남기는 주택 전면 외관 디자인
113,3_113,사적인 성격의 공간을 배치한 주택 2층 평면도
114,3_114,따뜻한 분위기를 자아내는 원목 인테리어 디자인
115,3_115,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
116,3_116,빛과 바람이 드나드는 개구부 디자인 아이디어
117,3_117,틈과 모서리 공간을 알차게 활용하는 인테리어
118,3_118,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
119,3_119,"우아하고, 밝은 공간 분위기"
120,3_120,클래식한 분위기와 밝은 모던 분위기의 조화
121,3_121,바닥재와 조화를 이루는 가구 디자인
122,3_122,심플하지만 풍요로운 느낌
123,3_123,거실 내 화장실
124,3_124,안방 내 화장실
125,3_125,건물 중앙에서 세대별 공간을 연결하는 안뜰
126,3_126,자연의 소재를 듬뿍 사용한 생활공간 인테리어
127,3_127,천창으로 빛이 쏟아지는 복도 끝의 공부방
128,3_128,공간을 절약하는 붙박이 가구와 수납 아이디어
129,3_129,풍부한 빛을 끌어들이는 천창과 작은 개구부
130,3_130,공간을 유연하게 활용하는 실내 미닫이문
131,3_131,안뜰을 중심으로 온 가족이 만나는 집
132,3_132,공간감을 풍부하게 만드는 모서리 조명
133,3_133,쾌적한 실내환경을 조성하는 가구 아이디어
134,3_134,일상 속 여유를 만끽하는 테라스 디자인 아이디어
135,3_135,기본 개요 및 분위기 설정
136,3_136,주변을 조망하는 공간의 이미지
137,3_137,주변과 닮은 지붕 선
138,3_138,건축물 뒷편
139,3_139,실내 분위기
140,3_140,조명과 함께 강조되는 부피감
141,3_141,"신축, 개축, 증축 그리고 재건축의 차이는?"
142,3_142,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
143,3_143,"단독주택, 다세대주택 그리고 다가구주택이란?"
144,3_144,제1종 근린생활시설과 제2종 근린생활시설은?
145,3_145,건물 형태에 영향을 주는 일조사선제한
146,3_146,민법상 이격거리란 무엇일까?
147,3_147,도로와 건물의 관계를 생각한 가각전제
148,3_148,다이나믹한 금속 재질의 인테리어
149,3_149,개방적인 오픈 주방
150,3_150,기존의 틀을 벗어나는 아이템들
151,3_151,공간감을 넓혀주는 천장과 조명 디자인
152,3_152,간접 조명으로 생동감 있게
153,3_153,멋스러운 빈티지 소품들
154,3_154,닫힘과 열림으로 완성하는 주택 외부공간 디자인
155,3_155,주차장 겸 만남의 장소가 되는 전면 외부공간
156,3_156,가족과 이웃의 소통을 위한 외부공간 아이디어
157,3_157,실내외 공간을 연결하는 현관과 토방 디자인
158,3_158,자연의 재료로 맛을 내는 기분 좋은 실내공간
159,3_159,가족의 사생활을 확보하는 남쪽 정원 디자인
160,3_160,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
161,3_161,탁 트인 시야와 연속성이 돋보이는 생활공간
162,3_162,고양이와 부부가 어울리는 반 외부공간
163,3_163,일상 속 자연과 만나는 테라스 디자인
164,3_164,색에 대한 기초 지식
165,3_165,따뜻한 온도
166,3_166,차가운 온도
167,3_167,개성 있는 분위기를 원한다면 색상의 조합
168,3_168,톤에 대한 이해
169,3_169,"보색, 조화로운 색"
170,3_170,언덕의 장점을 살린 개방적인 외부 디자인
171,3_171,접근성과 효율성을 높이는 1층 주차공간 아이디어
172,3_172,커다란 개구부로 빛을 끌어들이는 계단과 현관
173,3_173,실내외 공간을 자연스럽게 연결하는 개구부 디자인
174,3_174,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
175,3_175,계단 아래 공간을 활용하는 수납장 아이디어
176,3_176,한가로운 마을 풍경을 즐기는 복층 생활공간
177,3_177,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
178,3_178,온화한 기운이 가득한 저녁의 테라스 풍경
179,3_179,가족의 일상에 유연하게 대응하는 가구 아이디어
180,3_180,기본 공간 개요 및 분위기 설정
181,3_181,비움의 미학
182,3_182,"거실과 주방, 다이닝 룸의 경계"
183,3_183,"현대적인 공간감, 주방과 다이닝 룸"
184,3_184,아늑한 침실
185,3_185,"인테리어 포인트, 자개"
186,3_186,자연의 풍경과 어우러지는 소형 단독주택 외관
187,3_187,가족의 여유와 행복을 위한 작은 마당 아이디어
188,3_188,실내외 공용공간과 구들방을 배치한 1층 평면도
189,3_189,푸근한 인상을 남기는 주택 전면 외관 디자인
190,3_190,사적인 성격의 공간을 배치한 주택 2층 평면도
191,3_191,따뜻한 분위기를 자아내는 원목 인테리어 디자인
192,3_192,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
193,3_193,빛과 바람이 드나드는 개구부 디자인 아이디어
194,3_194,틈과 모서리 공간을 알차게 활용하는 인테리어
195,3_195,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
196,3_196,"우아하고, 밝은 공간 분위기"
197,3_197,클래식한 분위기와 밝은 모던 분위기의 조화
198,3_198,바닥재와 조화를 이루는 가구 디자인
199,3_199,심플하지만 풍요로운 느낌
200,3_200,거실 내 화장실
201,3_201,안방 내 화장실
202,3_202,건물 중앙에서 세대별 공간을 연결하는 안뜰
203,3_203,자연의 소재를 듬뿍 사용한 생활공간 인테리어
204,3_204,천창으로 빛이 쏟아지는 복도 끝의 공부방
205,3_205,공간을 절약하는 붙박이 가구와 수납 아이디어
206,3_206,풍부한 빛을 끌어들이는 천창과 작은 개구부
207,3_207,공간을 유연하게 활용하는 실내 미닫이문
208,3_208,안뜰을 중심으로 온 가족이 만나는 집
209,3_209,공간감을 풍부하게 만드는 모서리 조명
210,3_210,쾌적한 실내환경을 조성하는 가구 아이디어
211,3_211,일상 속 여유를 만끽하는 테라스 디자인 아이디어
212,3_212,기본 개요 및 분위기 설정
213,3_213,주변을 조망하는 공간의 이미지
214,3_214,주변과 닮은 지붕 선
215,3_215,건축물 뒷편
216,3_216,실내 분위기
217,3_217,조명과 함께 강조되는 부피감
218,3_218,"신축, 개축, 증축 그리고 재건축의 차이는?"
219,3_219,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
220,3_220,"단독주택, 다세대주택 그리고 다가구주택이란?"
221,3_221,제1종 근린생활시설과 제2종 근린생활시설은?
222,3_222,건물 형태에 영향을 주는 일조사선제한
223,3_223,민법상 이격거리란 무엇일까?
224,3_224,도로와 건물의 관계를 생각한 가각전제
225,3_225,다이나믹한 금속 재질의 인테리어
226,3_226,개방적인 오픈 주방
227,3_227,기존의 틀을 벗어나는 아이템들
228,3_228,공간감을 넓혀주는 천장과 조명 디자인
229,3_229,간접 조명으로 생동감 있게
230,3_230,멋스러운 빈티지 소품들
231,3_231,닫힘과 열림으로 완성하는 주택 외부공간 디자인
232,3_232,주차장 겸 만남의 장소가 되는 전면 외부공간
233,3_233,가족과 이웃의 소통을 위한 외부공간 아이디어
234,3_234,실내외 공간을 연결하는 현관과 토방 디자인
235,3_235,자연의 재료로 맛을 내는 기분 좋은 실내공간
236,3_236,가족의 사생활을 확보하는 남쪽 정원 디자인
237,3_237,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
238,3_238,탁 트인 시야와 연속성이 돋보이는 생활공간
239,3_239,고양이와 부부가 어울리는 반 외부공간
240,3_240,일상 속 자연과 만나는 테라스 디자인
241,3_241,색에 대한 기초 지식
242,3_242,따뜻한 온도
243,3_243,차가운 온도
244,3_244,개성 있는 분위기를 원한다면 색상의 조합
245,3_245,톤에 대한 이해
246,3_246,"보색, 조화로운 색"
247,3_247,언덕의 장점을 살린 개방적인 외부 디자인
248,3_248,접근성과 효율성을 높이는 1층 주차공간 아이디어
249,3_249,커다란 개구부로 빛을 끌어들이는 계단과 현관
250,3_250,실내외 공간을 자연스럽게 연결하는 개구부 디자인
251,3_251,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
252,3_252,계단 아래 공간을 활용하는 수납장 아이디어
253,3_253,한가로운 마을 풍경을 즐기는 복층 생활공간
254,3_254,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
255,3_255,온화한 기운이 가득한 저녁의 테라스 풍경
256,3_256,가족의 일상에 유연하게 대응하는 가구 아이디어
257,3_257,기본 공간 개요 및 분위기 설정
258,3_258,비움의 미학
259,3_259,"거실과 주방, 다이닝 룸의 경계"
260,3_260,"현대적인 공간감, 주방과 다이닝 룸"
261,3_261,아늑한 침실
262,3_262,"인테리어 포인트, 자개"
263,3_263,자연의 풍경과 어우러지는 소형 단독주택 외관
264,3_264,가족의 여유와 행복을 위한 작은 마당 아이디어
265,3_265,실내외 공용공간과 구들방을 배치한 1층 평면도
266,3_266,푸근한 인상을 남기는 주택 전면 외관 디자인
267,3_267,사적인 성격의 공간을 배치한 주택 2층 평면도
268,3_268,따뜻한 분위기를 자아내는 원목 인테리어 디자인
269,3_269,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
270,3_270,빛과 바람이 드나드는 개구부 디자인 아이디어
271,3_271,틈과 모서리 공간을 알차게 활용하는 인테리어
272,3_272,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
273,3_273,"우아하고, 밝은 공간 분위기"
274,3_274,클래식한 분위기와 밝은 모던 분위기의 조화
275,3_275,바닥재와 조화를 이루는 가구 디자인
276,3_276,심플하지만 풍요로운 느낌
277,3_277,거실 내 화장실
278,3_278,안방 내 화장실
279,3_279,건물 중앙에서 세대별 공간을 연결하는 안뜰
280,3_280,자연의 소재를 듬뿍 사용한 생활공간 인테리어
281,3_281,천창으로 빛이 쏟아지는 복도 끝의 공부방
282,3_282,공간을 절약하는 붙박이 가구와 수납 아이디어
283,3_283,풍부한 빛을 끌어들이는 천창과 작은 개구부
284,3_284,공간을 유연하게 활용하는 실내 미닫이문
285,3_285,안뜰을 중심으로 온 가족이 만나는 집
286,3_286,공간감을 풍부하게 만드는 모서리 조명
287,3_287,쾌적한 실내환경을 조성하는 가구 아이디어
288,3_288,일상 속 여유를 만끽하는 테라스 디자인 아이디어
289,3_289,기본 개요 및 분위기 설정
290,3_290,주변을 조망하는 공간의 이미지
291,3_291,주변과 닮은 지붕 선
292,3_292,건축물 뒷편
293,3_293,실내 분위기
294,3_294,조명과 함께 강조되는 부피감
295,3_295,"신축, 개축, 증축 그리고 재건축의 차이는?"
296,3_296,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
297,3_297,"단독주택, 다세대주택 그리고 다가구주택이란?"
298,3_298,제1종 근린생활시설과 제2종 근린생활시설은?
299,3_299,건물 형태에 영향을 주는 일조사선제한
300,3_300,민법상 이격거리란 무엇일까?
301,3_301,도로와 건물의 관계를 생각한 가각전제
302,3_302,다이나믹한 금속 재질의 인테리어
303,3_303,개방적인 오픈 주방
304,3_304,기존의 틀을 벗어나는 아이템들
305,3_305,공간감을 넓혀주는 천장과 조명 디자인
306,3_306,간접 조명으로 생동감 있게
307,3_307,멋스러운 빈티지 소품들
308,3_308,닫힘과 열림으로 완성하는 주택 외부공간 디자인
309,3_309,주차장 겸 만남의 장소가 되는 전면 외부공간
310,3_310,가족과 이웃의 소통을 위한 외부공간 아이디어
311,3_311,실내외 공간을 연결하는 현관과 토방 디자인
312,3_312,자연의 재료로 맛을 내는 기분 좋은 실내공간
313,3_313,가족의 사생활을 확보하는 남쪽 정원 디자인
314,3_314,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
315,3_315,탁 트인 시야와 연속성이 돋보이는 생활공간
316,3_316,고양이와 부부가 어울리는 반 외부공간
317,3_317,일상 속 자연과 만나는 테라스 디자인
318,3_318,색에 대한 기초 지식
319,3_319,따뜻한 온도
320,3_320,차가운 온도
321,3_321,개성 있는 분위기를 원한다면 색상의 조합
322,3_322,톤에 대한 이해
323,3_323,"보색, 조화로운 색"
324,3_324,언덕의 장점을 살린 개방적인 외부 디자인
325,3_325,접근성과 효율성을 높이는 1층 주차공간 아이디어
326,3_326,커다란 개구부로 빛을 끌어들이는 계단과 현관
327,3_327,실내외 공간을 자연스럽게 연결하는 개구부 디자인
328,3_328,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
329,3_329,계단 아래 공간을 활용하는 수납장 아이디어
330,3_330,한가로운 마을 풍경을 즐기는 복층 생활공간
331,3_331,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
332,3_332,온화한 기운이 가득한 저녁의 테라스 풍경
333,3_333,가족의 일상에 유연하게 대응하는 가구 아이디어
334,3_334,기본 공간 개요 및 분위기 설정
335,3_335,비움의 미학
336,3_336,"거실과 주방, 다이닝 룸의 경계"
337,3_337,"현대적인 공간감, 주방과 다이닝 룸"
338,3_338,아늑한 침실
339,3_339,"인테리어 포인트, 자개"
340,3_340,자연의 풍경과 어우러지는 소형 단독주택 외관
341,3_341,가족의 여유와 행복을 위한 작은 마당 아이디어
342,3_342,실내외 공용공간과 구들방을 배치한 1층 평면도
343,3_343,푸근한 인상을 남기는 주택 전면 외관 디자인
344,3_344,사적인 성격의 공간을 배치한 주택 2층 평면도
345,3_345,따뜻한 분위기를 자아내는 원목 인테리어 디자인
346,3_346,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
347,3_347,빛과 바람이 드나드는 개구부 디자인 아이디어
348,3_348,틈과 모서리 공간을 알차게 활용하는 인테리어
349,3_349,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
350,3_350,"우아하고, 밝은 공간 분위기"
351,3_351,클래식한 분위기와 밝은 모던 분위기의 조화
352,3_352,바닥재와 조화를 이루는 가구 디자인
353,3_353,심플하지만 풍요로운 느낌
354,3_354,거실 내 화장실
355,3_355,안방 내 화장실
356,3_356,건물 중앙에서 세대별 공간을 연결하는 안뜰
357,3_357,자연의 소재를 듬뿍 사용한 생활공간 인테리어
358,3_358,천창으로 빛이 쏟아지는 복도 끝의 공부방
359,3_359,공간을 절약하는 붙박이 가구와 수납 아이디어
360,3_360,풍부한 빛을 끌어들이는 천창과 작은 개구부
361,3_361,공간을 유연하게 활용하는 실내 미닫이문
362,3_362,안뜰을 중심으로 온 가족이 만나는 집
363,3_363,공간감을 풍부하게 만드는 모서리 조명
364,3_364,쾌적한 실내환경을 조성하는 가구 아이디어
365,3_365,일상 속 여유를 만끽하는 테라스 디자인 아이디어
366,3_366,기본 개요 및 분위기 설정
367,3_367,주변을 조망하는 공간의 이미지
368,3_368,주변과 닮은 지붕 선
369,3_369,건축물 뒷편
370,3_370,실내 분위기
371,3_371,조명과 함께 강조되는 부피감
372,3_372,"신축, 개축, 증축 그리고 재건축의 차이는?"
373,3_373,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
374,3_374,"단독주택, 다세대주택 그리고 다가구주택이란?"
375,3_375,제1종 근린생활시설과 제2종 근린생활시설은?
376,3_376,건물 형태에 영향을 주는 일조사선제한
377,3_377,민법상 이격거리란 무엇일까?
378,3_378,도로와 건물의 관계를 생각한 가각전제
379,3_379,다이나믹한 금속 재질의 인테리어
380,3_380,개방적인 오픈 주방
381,3_381,기존의 틀을 벗어나는 아이템들
382,3_382,공간감을 넓혀주는 천장과 조명 디자인
383,3_383,간접 조명으로 생동감 있게
384,3_384,멋스러운 빈티지 소품들
385,3_385,닫힘과 열림으로 완성하는 주택 외부공간 디자인
386,3_386,주차장 겸 만남의 장소가 되는 전면 외부공간
387,3_387,가족과 이웃의 소통을 위한 외부공간 아이디어
388,3_388,실내외 공간을 연결하는 현관과 토방 디자인
389,3_389,자연의 재료로 맛을 내는 기분 좋은 실내공간
390,3_390,가족의 사생활을 확보하는 남쪽 정원 디자인
391,3_391,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
392,3_392,탁 트인 시야와 연속성이 돋보이는 생활공간
393,3_393,고양이와 부부가 어울리는 반 외부공간
394,3_394,일상 속 자연과 만나는 테라스 디자인
395,3_395,색에 대한 기초 지식
396,3_396,따뜻한 온도
397,3_397,차가운 온도
398,3_398,개성 있는 분위기를 원한다면 색상의 조합
399,3_399,톤에 대한 이해
400,3_400,"보색, 조화로운 색"
401,3_401,언덕의 장점을 살린 개방적인 외부 디자인
402,3_402,접근성과 효율성을 높이는 1층 주차공간 아이디어
403,3_403,커다란 개구부로 빛을 끌어들이는 계단과 현관
404,3_404,실내외 공간을 자연스럽게 연결하는 개구부 디자인
405,3_405,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
406,3_406,계단 아래 공간을 활용하는 수납장 아이디어
407,3_407,한가로운 마을 풍경을 즐기는 복층 생활공간
408,3_408,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
409,3_409,온화한 기운이 가득한 저녁의 테라스 풍경
410,3_410,가족의 일상에 유연하게 대응하는 가구 아이디어
411,3_411,기본 공간 개요 및 분위기 설정
412,3_412,비움의 미학
413,3_413,"거실과 주방, 다이닝 룸의 경계"
414,3_414,"현대적인 공간감, 주방과 다이닝 룸"
415,3_415,아늑한 침실
416,3_416,"인테리어 포인트, 자개"
417,3_417,자연의 풍경과 어우러지는 소형 단독주택 외관
418,3_418,가족의 여유와 행복을 위한 작은 마당 아이디어
419,3_419,실내외 공용공간과 구들방을 배치한 1층 평면도
420,3_420,푸근한 인상을 남기는 주택 전면 외관 디자인
421,3_421,사적인 성격의 공간을 배치한 주택 2층 평면도
422,3_422,따뜻한 분위기를 자아내는 원목 인테리어 디자인
423,3_423,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
424,3_424,빛과 바람이 드나드는 개구부 디자인 아이디어
425,3_425,틈과 모서리 공간을 알차게 활용하는 인테리어
426,3_426,이웃이 편안한 마음으로 쉬었다 갈 수 있는 공간
427,3_427,"우아하고, 밝은 공간 분위기"
428,3_428,클래식한 분위기와 밝은 모던 분위기의 조화
429,3_429,바닥재와 조화를 이루는 가구 디자인
430,3_430,심플하지만 풍요로운 느낌
431,3_431,거실 내 화장실
432,3_432,안방 내 화장실
433,3_433,건물 중앙에서 세대별 공간을 연결하는 안뜰
434,3_434,자연의 소재를 듬뿍 사용한 생활공간 인테리어
435,3_435,천창으로 빛이 쏟아지는 복도 끝의 공부방
436,3_436,공간을 절약하는 붙박이 가구와 수납 아이디어
437,3_437,풍부한 빛을 끌어들이는 천창과 작은 개구부
438,3_438,공간을 유연하게 활용하는 실내 미닫이문
439,3_439,안뜰을 중심으로 온 가족이 만나는 집
440,3_440,공간감을 풍부하게 만드는 모서리 조명
441,3_441,쾌적한 실내환경을 조성하는 가구 아이디어
442,3_442,일상 속 여유를 만끽하는 테라스 디자인 아이디어
443,3_443,기본 개요 및 분위기 설정
444,3_444,주변을 조망하는 공간의 이미지
445,3_445,주변과 닮은 지붕 선
446,3_446,건축물 뒷편
447,3_447,실내 분위기
448,3_448,조명과 함께 강조되는 부피감
449,3_449,"신축, 개축, 증축 그리고 재건축의 차이는?"
450,3_450,"땅과 건물의 관계, 건폐율과 용적률은 무엇일까?"
451,3_451,"단독주택, 다세대주택 그리고 다가구주택이란?"
452,3_452,제1종 근린생활시설과 제2종 근린생활시설은?
453,3_453,건물 형태에 영향을 주는 일조사선제한
454,3_454,민법상 이격거리란 무엇일까?
455,3_455,도로와 건물의 관계를 생각한 가각전제
456,3_456,다이나믹한 금속 재질의 인테리어
457,3_457,개방적인 오픈 주방
458,3_458,기존의 틀을 벗어나는 아이템들
459,3_459,공간감을 넓혀주는 천장과 조명 디자인
460,3_460,간접 조명으로 생동감 있게
461,3_461,멋스러운 빈티지 소품들
462,3_462,닫힘과 열림으로 완성하는 주택 외부공간 디자인
463,3_463,주차장 겸 만남의 장소가 되는 전면 외부공간
464,3_464,가족과 이웃의 소통을 위한 외부공간 아이디어
465,3_465,실내외 공간을 연결하는 현관과 토방 디자인
466,3_466,자연의 재료로 맛을 내는 기분 좋은 실내공간
467,3_467,가족의 사생활을 확보하는 남쪽 정원 디자인
468,3_468,"가족과 이웃의 쉼터, 벽난로와 반 외부 테라스 공간"
469,3_469,탁 트인 시야와 연속성이 돋보이는 생활공간
470,3_470,고양이와 부부가 어울리는 반 외부공간
471,3_471,일상 속 자연과 만나는 테라스 디자인
472,3_472,색에 대한 기초 지식
473,3_473,따뜻한 온도
474,3_474,차가운 온도
475,3_475,개성 있는 분위기를 원한다면 색상의 조합
476,3_476,톤에 대한 이해
477,3_477,"보색, 조화로운 색"
478,3_478,언덕의 장점을 살린 개방적인 외부 디자인
479,3_479,접근성과 효율성을 높이는 1층 주차공간 아이디어
480,3_480,커다란 개구부로 빛을 끌어들이는 계단과 현관
481,3_481,실내외 공간을 자연스럽게 연결하는 개구부 디자인
482,3_482,알찬 공간구성과 아늑한 분위기가 돋보이는 주방
483,3_483,계단 아래 공간을 활용하는 수납장 아이디어
484,3_484,한가로운 마을 풍경을 즐기는 복층 생활공간
485,3_485,FRP 그레이팅으로 바닥을 꾸민 2층 테라스
486,3_486,온화한 기운이 가득한 저녁의 테라스 풍경
487,3_487,가족의 일상에 유연하게 대응하는 가구 아이디어
488,3_488,기본 공간 개요 및 분위기 설정
489,3_489,비움의 미학
490,3_490,"거실과 주방, 다이닝 룸의 경계"
491,3_491,"현대적인 공간감, 주방과 다이닝 룸"
492,3_492,아늑한 침실
493,3_493,"인테리어 포인트, 자개"
494,3_494,자연의 풍경과 어우러지는 소형 단독주택 외관
495,3_495,가족의 여유와 행복을 위한 작은 마당 아이디어
496,3_496,실내외 공용공간과 구들방을 배치한 1층 평면도
497,3_497,푸근한 인상을 남기는 주택 전면 외관 디자인
498,3_498,사적인 성격의 공간을 배치한 주택 2층 평면도
499,3_499,따뜻한 분위기를 자아내는 원목 인테리어 디자인
500,3_500,사용자의 생활방식에 맞춰 꾸민 주방 인테리어
501,3_501,빛과 바람이 드나드는 개구부 디자인 아이디어
502,3_502,틈과 모서리 공간을 알차게 활용하는 인테리어
